item_id,item_name,category,criticality_level,holding_cost,stockout_penalty,moq,supplier_id
8145,RM16-U-LOHNDL,Kit,low,0.5,0,1000,2061
8146,RM18-U-UPHNDL,Kit,low,0.5,0,1000,2061
8147,RM18-U-LOHNDL,Kit,low,0.5,0,1000,2061
8148,RM20-U-UPHNDL,Kit,low,0.5,0,1000,2061
8149,RM20-U-LOHNDL,Kit,low,0.5,0,1000,2061
8151,RM-U-MIDHNDL,Kit,low,0.5,0,1000,2061
8152,A30300A,Kit,low,0.5,0,1000,2061
8153,RS231-G04,Shovel,high,0.75,0,500,2059
8154,RS231-B04,Shovel,high,0.75,0,500,2059
8155,RS231-004,Shovel,high,0.75,0,500,2059
8156,TC722011-KEY,Kit,low,0.5,0,1000,2061
8157,1304-14SK2,Reel Mower,high,1.5,0,500,1039
8158,1415-16SK2,Reel Mower,high,1.5,0,500,1039
8159,2002-20,Reel Mower,high,1.5,0,500,1039
8160,1604-16,Reel Mower,high,1.5,0,500,1039
8161,1804-18,Reel Mower,high,1.5,0,500,1039
8162,51319,Mower,high,1.5,0,500,44801
8164,R3601-001,Shovel,low,0.75,0,500,2059
8165,R3602-001,Shovel,low,0.75,0,500,2059
8166,R6303-001,Shovel,low,0.75,0,500,2059
8167,R3604-001,Shovel,low,0.75,0,500,2059
8168,R3605-001,Shovel,low,0.75,0,500,2059
8169,R3606-001,Shovel,low,0.75,0,500,2059
8170,R3607-001,Shovel,low,0.75,0,500,2059
8171,R3608-001,Shovel,low,0.75,0,500,2059
8172,R3609-001,Shovel,low,0.75,0,500,2059
8173,R3610-001,Shovel,low,0.75,0,500,2059
8174,R3681-001,Shovel,low,0.75,0,500,2059
8175,ELF001R,Shovel,low,0.75,0,500,2059
8176,MRP001,Shovel,low,0.75,0,500,2059
8177,LRK011,Shovel,low,0.75,0,500,2059
8178,LRK012,Shovel,low,0.75,0,500,2059
8179,ST045,Shovel,low,0.75,0,500,2059
8183,R3603-001,Shovel,low,0.75,0,500,2059
8191,R3602-002,Shovel,high,0.75,0,500,2059
8192,1415-16BDSK2,Reel Mower,low,1.5,0,500,1039
8193,1304-14BDSK2,Reel Mower,low,1.5,0,500,1039
8194,1204-14BD,Reel Mower,low,1.5,0,500,1039
8199,CS33114-SC-1,Part,low,0.02,0,1000,1913
8200,CS34014S-SC-1,Part,low,0.02,0,1000,1913
8201,CS34018-SC-1,Part,low,0.02,0,1000,1913
8202,PS45010-SRK-1,Part,low,0.02,0,1000,1913
8205,1415-16BD,Reel Mower,low,1.5,0,500,1039
8207,RS220-004,Shovel,low,0.75,0,500,2059
8208,RS233-004,Shovel,low,0.75,0,500,2059
8209,RS226-004,Shovel,low,0.75,0,500,2059
8210,RS220-005,Shovel,low,0.75,0,500,2059
8211,RS233-005,Shovel,low,0.75,0,500,2059
8212,TC8-10EW,Tiller/Cultivator,low,1.75,0,500,4279
8213,TC8-10-1,Tiller/Cultivator,low,1.75,0,500,4279
8214,TC8-135EW,Tiller/Cultivator,low,1.75,0,500,4279
8215,TC8-2075EW,Tiller/Cultivator,low,1.75,0,500,4279
8216,TC8-25EW,Tiller/Cultivator,low,1.75,0,500,4279
8232,SKP97006,Weeder,high,1.12,0,500,44783
8233,SKP97020,Weeder,high,1.12,0,500,44783
8234,SKP97051,Weeder,high,1.12,0,500,44783
8254,2120-16-UHK,Part,high,0.02,0,1000,1913
8260,1204-14GC,Reel Mower,high,1.5,0,500,1039
8261,1815-18GC,Reel Mower,high,1.5,0,500,1039
8262,MRP001R,Shovel,low,0.75,0,500,2059
8263,LRK207-002,Oversized Shovel,high,0.75,0,500,44800
8264,ST217,Tiller/Cultivator,high,1.75,0,500,4279
8265,WD003-002,Weeder,high,1.12,0,500,44783
8266,LRK208-002,Rake,high,0.75,0,500,2031
8267,SKP97013 ,Display,high,2,0,500,1971
8268,HH97013,Display,high,2,0,500,1971
8269,FLXSK97013,Display,high,2,0,500,1971
8270,RA97013,Display,high,2,0,500,1971
8271,FLX97013,Display,high,2,0,500,1971
8283,70433,Display,med,2,0,500,1971
