plan_id,plan_date,item_id,item_name,current_on_hand,net_available_inventory,stockout_risk_class,stockout_risk_probability,recommended_action,recommended_order_qty,recommended_order_multiple,expected_arrival_date,projected_days_of_supply,expected_holding_cost,expected_stockout_penalty,expected_total_cost,algorithm_used,reason_code,explanation,constraint_flags,approval_status,review_notes
286,2026-03-08,6767,LRK002,85,1973.0,Low,3.3980651985233197e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
287,2026-03-08,6773,TC70065EW,1575,6589.0,Low,9.558481211475343e-130,WAIT,0,0,,6589.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
288,2026-03-08,6774,TC70090EW,1309,14243.0,Low,3.7218006282286513e-06,WAIT,0,0,,965.6271186440678,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
289,2026-03-08,6776,TC70016EW,320,1624.0,Low,1.0503992730628058e-10,WAIT,0,0,,1624.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
290,2026-03-08,6778,TC70020IT,937,20143.0,Low,0.0,WAIT,0,0,,20143.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
291,2026-03-08,6781,TC70135SS,415,6985.0,Low,3.0356551070385722e-145,WAIT,0,0,,6985.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
292,2026-03-08,6782,TC71420S,966,4143.0,Low,1.782425904732117e-41,WAIT,0,0,,3651.4576271186443,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
293,2026-03-08,6784,GS015-BK-1,97,297.0,Low,3.298931158885436e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS,Pending,
294,2026-03-08,7001,23102,0,7400.0,Low,3.888009826312483e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
295,2026-03-08,7102,TC70018EW,281,2979.0,Low,0.0009730471524123523,REORDER,1500,3,2026-07-06,139.96875,2625.0,0.0,2625.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (2979.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1500 units.",MOQ_APPLIED; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
296,2026-03-08,7103,1715-16EWG,0,4401.0,Low,3.698863039135909e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
297,2026-03-08,7352,RB80419,21,121.0,Low,0.0007804078563514649,REORDER,500,1,2026-07-06,621.0,25.0,0.0,25.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (121.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED; OPEN_PO_EXISTS,Pending,
298,2026-03-08,7681,1304-14GC,574,16612.0,Low,0.0005389793944521323,WAIT,0,0,,256.19987661937074,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
299,2026-03-08,7698,LCS0620-CHAIN,56,1176.0,High,0.9999997220020975,REORDER,0,0,2026-06-06,862.4000000000001,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (1176.0) is at or below the reorder trigger, stockout risk is High (1.00), and MOQ rules require an order quantity of 0 units.",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
300,2026-03-08,7703,304-14CR,947,5148.0,Low,7.004653252528952e-80,WAIT,0,0,,5148.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
301,2026-03-08,7710,1816-16CR,1188,3528.0,Low,5.588577516442541e-39,WAIT,0,0,,3528.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS,Pending,
302,2026-03-08,7711,1816-18CR,450,2848.0,Low,2.752734474716496e-26,WAIT,0,0,,2848.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
303,2026-03-08,7716,1725-16GC,2497,12998.0,Low,0.0,WAIT,0,0,,12935.207729468599,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
304,2026-03-08,7726,LRK002G,0,4236.0,Low,3.685895879222177e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
305,2026-03-08,7728,GS001G,0,756.0,Low,3.359474719874572e-06,REORDER,500,1,2026-07-06,999.0,375.0,0.0,375.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (756.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
306,2026-03-08,7731,304-16BD,552,1376.0,Low,1.4944156784065327e-08,WAIT,0,0,,1376.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
307,2026-03-08,7740,1895ALM,425,3198.0,Low,2.2056296888249282e-32,WAIT,0,0,,3198.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
308,2026-03-08,7745,SN70016-1,0,13270.0,Low,3.9706333193275e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
309,2026-03-08,7746,SN71012-1,0,1920.0,Low,3.4790758940293894e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS,Pending,
310,2026-03-08,7751,WD001,0,111240.0,High,1.0,EXPEDITE,1030500,2061,2026-07-06,120.13257575757575,772875.0,0.0,772875.0,Naive Bayes + Rule-Based Planning,HIGH_RISK_LATE_INBOUND,"Expedite recommended because stockout risk is High (1.00), net available inventory is below lead-time demand, and existing inbound supply arrives too late.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
311,2026-03-08,7755,BDRPS205MS,0,44916.0,Low,7.754981394491552e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
312,2026-03-08,7756,BDRPS206MS,0,44118.0,Low,8.379029767248352e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
313,2026-03-08,7757,BDRPS207MS,1,27229.0,Low,2.778127736176084e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
314,2026-03-08,7758,BDTS205MS,2,33692.0,Low,1.9392255198694174e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
315,2026-03-08,7759,BDTS206MS,0,31290.0,Low,2.248295509496247e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
316,2026-03-08,7760,BDTS207MS,1,24685.0,Low,3.0943885803419612e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
317,2026-03-08,7761,BDGS201MS,0,38418.0,Low,1.3791853088172622e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
318,2026-03-08,7762,BDGS202MS,0,31626.0,Low,2.2044856572827898e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
319,2026-03-08,7763,BDGS203MS,0,24588.0,Low,3.10586163645322e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
320,2026-03-08,7764,BDPHD102MS,80,16080.0,Low,3.867793482706192e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
321,2026-03-08,7765,BDPHD204MS,1,16877.0,Low,3.825087679739396e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
322,2026-03-08,7766,BDST101MS,24,21120.0,Low,3.4871933377415995e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
323,2026-03-08,7767,BDST116MS,1,36619.0,Low,1.5824626976253998e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
324,2026-03-08,7769,BDLRK102MS,1,52615.0,Low,3.33828830744858e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
325,2026-03-08,7770,BDBRK204MS,0,63708.0,Low,7.291778167624648e-08,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
326,2026-03-08,7771,BDST216MS,0,34554.0,Low,1.831167527533216e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
327,2026-03-08,7772,RM16-Classic-HK,1,21.0,Low,3.27933062493447e-06,REORDER,1000,1,2026-07-06,999.0,20.0,0.0,20.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (21.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
328,2026-03-08,7777,BDST210MS,0,17634.0,Low,3.7767267658915816e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
329,2026-03-08,7778,BDST211MS,0,23706.0,Low,3.209047174276754e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
330,2026-03-08,7779,BDST227MS,0,24900.0,Low,3.0684785599111226e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
331,2026-03-08,7780,BDGS004MS,0,21468.0,Low,3.4508895230117577e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
332,2026-03-08,7781,BDBRK006MS,0,19326.0,Low,3.6487019157998364e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
333,2026-03-08,7782,BDST026MS,0,20934.0,Low,3.503600140234751e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
334,2026-03-08,7783,BDST027MS,0,31398.0,Low,2.2342005763222326e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
335,2026-03-08,7784,BDST028MS,0,16356.0,Low,3.854811112451591e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
336,2026-03-08,7785,BDST013MS,0,20088.0,Low,3.5826026876054675e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
337,2026-03-08,7786,BDST226MS,0,25032.0,Low,3.0525352135445708e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
338,2026-03-08,7795,1716-18EWGC,0,1545.0,Low,3.4415844901185216e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
339,2026-03-08,7802,GT-ST023,0,10146.0,Low,1.5171471021847334e-05,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
340,2026-03-08,7803,GT-TS001,0,17850.0,Low,3.7619002395006427e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
341,2026-03-08,7804,GT-BRK203,0,20190.0,Low,3.573382807770117e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
342,2026-03-08,7805,GT-GS202,0,13146.0,Low,8.21721627169524e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
343,2026-03-08,7806,GT-PHD205,0,11980.0,Low,2.1403905914001456e-05,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
344,2026-03-08,7807,GT-RPS204,0,17544.0,Low,4.018772896801545e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
345,2026-03-08,7808,GT-RPS202,0,24150.0,Low,2.1629634874510557e-05,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
346,2026-03-08,7809,GT-ST209,0,13356.0,Low,3.96886502376907e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
347,2026-03-08,7810,GT-ST211,0,20808.0,Low,0.0012688528669706734,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
348,2026-03-08,7811,GT-ST212,0,15954.0,Low,4.120534003923857e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
349,2026-03-08,7812,GT-ST217,0,11634.0,Low,4.846141495495649e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
350,2026-03-08,7815,GT-ST226,0,13740.0,Low,3.959927464064699e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
351,2026-03-08,7816,GT-TS202,0,18066.0,Low,4.120678420521616e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
352,2026-03-08,7818,GT-MRP001,0,43740.0,Low,8.686236729655431e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
353,2026-03-08,7819,GT-ST405,0,24180.0,Low,3.1540719180880927e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
354,2026-03-08,7820,GT-BRK406,0,52542.0,Low,3.3675846964891793e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
355,2026-03-08,7821,GT-RPS402,0,60372.0,Low,1.1968679075899164e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
356,2026-03-08,7822,GT-TS402,0,46668.0,Low,6.500242062543792e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
357,2026-03-08,7898,MRP001EW,-2412,9696.0,Low,5.686437372970896e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
358,2026-03-08,7899,LRK208EW,-1098,4758.0,Low,2.4935434200709757e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
359,2026-03-08,7900,LRK206EW,-2340,8010.0,Low,6.321081935315715e-07,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
360,2026-03-08,7901,BRK204EW,-2880,10074.0,High,1.0,EXPEDITE,337000,674,2026-07-06,120.51180555555555,252750.0,0.0,252750.0,Naive Bayes + Rule-Based Planning,HIGH_RISK_LATE_INBOUND,"Expedite recommended because stockout risk is High (1.00), net available inventory is below lead-time demand, and existing inbound supply arrives too late.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
361,2026-03-08,7902,TS201EW,-1278,5190.0,Low,2.1808473112526773e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
