item_id,Date,Quantity
303,11/9/2016 0:00,1
302,11/9/2016 0:00,1
494,11/9/2016 0:00,1
1142,11/9/2016 0:00,1
327,11/9/2016 0:00,1
331,11/9/2016 0:00,1
306,11/9/2016 0:00,1
310,11/9/2016 0:00,1
328,11/9/2016 0:00,1
350,11/9/2016 0:00,1
310,11/9/2016 0:00,1
339,11/9/2016 0:00,1
186,11/9/2016 0:00,1
303,11/9/2016 0:00,1
322,11/9/2016 0:00,1
322,11/9/2016 0:00,1
1106,11/9/2016 0:00,1
283,11/9/2016 0:00,1
1106,11/9/2016 0:00,2
1166,11/9/2016 0:00,1
1106,11/9/2016 0:00,1
317,11/9/2016 0:00,1
84,11/9/2016 0:00,1
1106,11/9/2016 0:00,1
1107,11/9/2016 0:00,4
84,11/9/2016 0:00,1
331,11/10/2016 0:00,12
1111,11/10/2016 0:00,1
328,11/10/2016 0:00,1
328,11/10/2016 0:00,1
2085,11/10/2016 0:00,1
2086,11/10/2016 0:00,2
1134,11/10/2016 0:00,1
1138,11/10/2016 0:00,1
765,11/10/2016 0:00,1
626,11/10/2016 0:00,1
2080,11/10/2016 0:00,1
607,11/10/2016 0:00,1
1138,11/10/2016 0:00,1
1153,11/10/2016 0:00,1
1145,11/10/2016 0:00,1
668,11/10/2016 0:00,1
504,11/10/2016 0:00,1
2087,11/10/2016 0:00,1
339,11/10/2016 0:00,1
294,11/10/2016 0:00,1
339,11/10/2016 0:00,1
306,11/10/2016 0:00,1
339,11/10/2016 0:00,1
306,11/10/2016 0:00,1
306,11/10/2016 0:00,1
292,11/10/2016 0:00,1
85,11/10/2016 0:00,1
1135,11/10/2016 0:00,2
1159,11/10/2016 0:00,2
2090,11/10/2016 0:00,2
2089,11/10/2016 0:00,1
678,11/10/2016 0:00,2
2043,11/10/2016 0:00,1
1138,11/10/2016 0:00,1
673,11/10/2016 0:00,2
772,11/10/2016 0:00,2
1145,11/10/2016 0:00,1
339,11/10/2016 0:00,368
294,11/11/2016 0:00,1
294,11/11/2016 0:00,1
292,11/11/2016 0:00,1
375,11/11/2016 0:00,96
375,11/11/2016 0:00,150
85,11/11/2016 0:00,1
85,11/11/2016 0:00,1
310,11/11/2016 0:00,1
306,11/11/2016 0:00,1
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
306,11/11/2016 0:00,1
310,11/11/2016 0:00,1
306,11/11/2016 0:00,1
306,11/11/2016 0:00,1
310,11/11/2016 0:00,1
306,11/11/2016 0:00,1
310,11/11/2016 0:00,1
306,11/11/2016 0:00,1
310,11/11/2016 0:00,1
306,11/11/2016 0:00,1
339,11/11/2016 0:00,1
339,11/11/2016 0:00,1
339,11/11/2016 0:00,1
339,11/11/2016 0:00,1
303,11/11/2016 0:00,1
339,11/11/2016 0:00,1
83,11/11/2016 0:00,1
327,11/11/2016 0:00,1
331,11/11/2016 0:00,1
494,11/11/2016 0:00,1
1106,11/11/2016 0:00,1
1106,11/11/2016 0:00,2
1106,11/11/2016 0:00,1
1106,11/11/2016 0:00,1
283,11/11/2016 0:00,1
84,11/11/2016 0:00,1
306,11/11/2016 0:00,1
331,11/11/2016 0:00,1
283,11/11/2016 0:00,1
330,11/11/2016 0:00,1
623,11/11/2016 0:00,1
1138,11/11/2016 0:00,1
1134,11/11/2016 0:00,1
1138,11/11/2016 0:00,1
671,11/11/2016 0:00,2
655,11/11/2016 0:00,2
2091,11/11/2016 0:00,1
1104,11/11/2016 0:00,1
751,11/11/2016 0:00,4
1104,11/11/2016 0:00,2
303,11/11/2016 0:00,4
310,11/11/2016 0:00,1
494,11/11/2016 0:00,1
1004,11/11/2016 0:00,1
655,11/11/2016 0:00,1
2094,11/11/2016 0:00,2
2095,11/11/2016 0:00,1
2059,11/11/2016 0:00,2
2027,11/11/2016 0:00,3
2070,11/11/2016 0:00,1
685,11/11/2016 0:00,2
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
310,11/11/2016 0:00,1
84,11/11/2016 0:00,1
306,11/11/2016 0:00,1
1141,11/11/2016 0:00,1
1141,11/11/2016 0:00,1
1106,11/11/2016 0:00,1
1106,11/11/2016 0:00,1
1106,11/11/2016 0:00,1
349,11/11/2016 0:00,1
319,11/11/2016 0:00,8
298,11/11/2016 0:00,1
298,11/11/2016 0:00,1
303,11/11/2016 0:00,1
81,11/14/2016 0:00,1
84,11/14/2016 0:00,1
331,11/14/2016 0:00,1
1114,11/14/2016 0:00,40
1114,11/14/2016 0:00,10
504,11/14/2016 0:00,2
283,11/14/2016 0:00,10
303,11/14/2016 0:00,1
294,11/14/2016 0:00,1
292,11/14/2016 0:00,1
292,11/14/2016 0:00,1
337,11/14/2016 0:00,170
306,11/14/2016 0:00,1
328,11/14/2016 0:00,1
303,11/14/2016 0:00,1
381,11/14/2016 0:00,4
84,11/14/2016 0:00,2
292,11/14/2016 0:00,1
294,11/14/2016 0:00,1
1114,11/14/2016 0:00,30
303,11/14/2016 0:00,26
2092,11/14/2016 0:00,1
2097,11/14/2016 0:00,1
2093,11/14/2016 0:00,2
2022,11/14/2016 0:00,1
2096,11/14/2016 0:00,1
2068,11/14/2016 0:00,1
1138,11/14/2016 0:00,1
2032,11/14/2016 0:00,2
2070,11/14/2016 0:00,1
649,11/14/2016 0:00,1
623,11/14/2016 0:00,1
825,11/14/2016 0:00,4
671,11/14/2016 0:00,1
1145,11/14/2016 0:00,1
294,11/14/2016 0:00,1
294,11/14/2016 0:00,1
85,11/14/2016 0:00,1
306,11/14/2016 0:00,1
306,11/14/2016 0:00,1
306,11/14/2016 0:00,1
306,11/14/2016 0:00,1
306,11/14/2016 0:00,1
350,11/14/2016 0:00,1
339,11/14/2016 0:00,1
339,11/14/2016 0:00,1
339,11/14/2016 0:00,1
313,11/14/2016 0:00,1
368,11/14/2016 0:00,1
1172,11/14/2016 0:00,1
307,11/14/2016 0:00,1
307,11/14/2016 0:00,1
292,11/14/2016 0:00,1
334,11/14/2016 0:00,1
310,11/14/2016 0:00,1
84,11/14/2016 0:00,1
1141,11/14/2016 0:00,1
349,11/14/2016 0:00,1
349,11/14/2016 0:00,1
1106,11/14/2016 0:00,1
1106,11/14/2016 0:00,1
2043,11/14/2016 0:00,1
655,11/14/2016 0:00,1
1155,11/14/2016 0:00,1
2031,11/14/2016 0:00,1
623,11/14/2016 0:00,1
1138,11/14/2016 0:00,1
822,11/14/2016 0:00,2
607,11/14/2016 0:00,2
2062,11/14/2016 0:00,3
385,11/15/2016 0:00,1
292,11/15/2016 0:00,1
292,11/15/2016 0:00,1
310,11/15/2016 0:00,1
310,11/15/2016 0:00,1
310,11/15/2016 0:00,1
310,11/15/2016 0:00,1
375,11/15/2016 0:00,96
328,11/15/2016 0:00,1
322,11/15/2016 0:00,1
303,11/15/2016 0:00,1
328,11/15/2016 0:00,1
505,11/15/2016 0:00,2
375,11/15/2016 0:00,7
303,11/15/2016 0:00,1
283,11/15/2016 0:00,1
283,11/15/2016 0:00,1
283,11/15/2016 0:00,1
607,11/15/2016 0:00,1
1138,11/15/2016 0:00,1
1838,11/15/2016 0:00,1
2044,11/15/2016 0:00,1
2099,11/15/2016 0:00,1
1153,11/15/2016 0:00,1
825,11/15/2016 0:00,1
2007,11/15/2016 0:00,2
2062,11/15/2016 0:00,1
607,11/15/2016 0:00,1
2097,11/15/2016 0:00,1
2075,11/15/2016 0:00,1
1440,11/15/2016 0:00,1
607,11/15/2016 0:00,1
2027,11/15/2016 0:00,2
1145,11/15/2016 0:00,1
366,11/15/2016 0:00,1162
366,11/15/2016 0:00,1162
366,11/15/2016 0:00,1162
366,11/15/2016 0:00,1162
1138,11/15/2016 0:00,1
2032,11/15/2016 0:00,1
1133,11/15/2016 0:00,1
85,11/15/2016 0:00,1
306,11/15/2016 0:00,1
306,11/15/2016 0:00,1
306,11/15/2016 0:00,1
306,11/15/2016 0:00,1
1169,11/15/2016 0:00,5
294,11/15/2016 0:00,144
340,11/15/2016 0:00,36
696,11/16/2016 0:00,5
358,11/16/2016 0:00,3
292,11/16/2016 0:00,12
292,11/16/2016 0:00,5
1172,11/16/2016 0:00,2
401,11/16/2016 0:00,1
83,11/16/2016 0:00,1
83,11/16/2016 0:00,1
83,11/16/2016 0:00,1
83,11/16/2016 0:00,1
83,11/16/2016 0:00,1
307,11/16/2016 0:00,2
83,11/16/2016 0:00,16
292,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
310,11/16/2016 0:00,1
303,11/16/2016 0:00,1
339,11/16/2016 0:00,1
294,11/16/2016 0:00,1
292,11/16/2016 0:00,1
292,11/16/2016 0:00,1
331,11/16/2016 0:00,1
84,11/16/2016 0:00,1
504,11/16/2016 0:00,1
354,11/16/2016 0:00,12
306,11/16/2016 0:00,1
306,11/16/2016 0:00,1
294,11/16/2016 0:00,1
2039,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
504,11/16/2016 0:00,4
1106,11/16/2016 0:00,1
349,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
380,11/16/2016 0:00,1
349,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1106,11/16/2016 0:00,1
1161,11/16/2016 0:00,1
298,11/16/2016 0:00,240
364,11/16/2016 0:00,2
380,11/16/2016 0:00,8
283,11/16/2016 0:00,12
303,11/16/2016 0:00,1
303,11/16/2016 0:00,1
84,11/16/2016 0:00,1
303,11/16/2016 0:00,1
303,11/16/2016 0:00,1
303,11/16/2016 0:00,1
303,11/16/2016 0:00,1
2008,11/16/2016 0:00,1
292,11/16/2016 0:00,1
2044,11/16/2016 0:00,1
1138,11/16/2016 0:00,1
1138,11/16/2016 0:00,1
2008,11/16/2016 0:00,1
2044,11/16/2016 0:00,1
2044,11/16/2016 0:00,1
1879,11/16/2016 0:00,1
1144,11/16/2016 0:00,1
2107,11/16/2016 0:00,1
2107,11/16/2016 0:00,1
765,11/16/2016 0:00,1
2108,11/16/2016 0:00,1
357,11/16/2016 0:00,1
2109,11/16/2016 0:00,4
2116,11/16/2016 0:00,4
626,11/16/2016 0:00,1
1995,11/16/2016 0:00,1
2095,11/16/2016 0:00,1
495,11/16/2016 0:00,1
310,11/16/2016 0:00,1
313,11/16/2016 0:00,1
303,11/16/2016 0:00,1
303,11/16/2016 0:00,1
303,11/16/2016 0:00,1
292,11/16/2016 0:00,1
292,11/16/2016 0:00,1
331,11/16/2016 0:00,1
317,11/16/2016 0:00,1
349,11/16/2016 0:00,1
85,11/16/2016 0:00,1
1106,11/16/2016 0:00,2
1106,11/16/2016 0:00,1
2008,11/16/2016 0:00,1
623,11/16/2016 0:00,1
607,11/16/2016 0:00,1
1603,11/16/2016 0:00,6
2027,11/16/2016 0:00,2
2095,11/16/2016 0:00,1
303,11/17/2016 0:00,1
84,11/17/2016 0:00,1
331,11/17/2016 0:00,1
296,11/17/2016 0:00,1
294,11/17/2016 0:00,1
84,11/17/2016 0:00,1
1142,11/17/2016 0:00,1
294,11/17/2016 0:00,1
294,11/17/2016 0:00,10
693,11/17/2016 0:00,24
292,11/17/2016 0:00,1
322,11/17/2016 0:00,1
328,11/17/2016 0:00,1
1113,11/17/2016 0:00,1
84,11/17/2016 0:00,1
294,11/17/2016 0:00,1
1114,11/17/2016 0:00,10
185,11/17/2016 0:00,1
185,11/17/2016 0:00,2
185,11/17/2016 0:00,3
351,11/17/2016 0:00,3
351,11/17/2016 0:00,3
505,11/17/2016 0:00,13
1172,11/17/2016 0:00,1
298,11/17/2016 0:00,1
303,11/17/2016 0:00,1
388,11/17/2016 0:00,1
388,11/17/2016 0:00,1
607,11/17/2016 0:00,2
1173,11/17/2016 0:00,24
2123,11/17/2016 0:00,1
2122,11/17/2016 0:00,2
2120,11/17/2016 0:00,1
2044,11/17/2016 0:00,1
623,11/17/2016 0:00,1
1147,11/17/2016 0:00,2
2022,11/17/2016 0:00,1
294,11/17/2016 0:00,1
1993,11/17/2016 0:00,1
1993,11/17/2016 0:00,1
699,11/17/2016 0:00,1
1153,11/17/2016 0:00,1
772,11/17/2016 0:00,2
1138,11/17/2016 0:00,1
2001,11/17/2016 0:00,1
1138,11/17/2016 0:00,1
1133,11/17/2016 0:00,1
1132,11/17/2016 0:00,2
1138,11/17/2016 0:00,2
306,11/17/2016 0:00,1
310,11/17/2016 0:00,1
310,11/17/2016 0:00,1
494,11/17/2016 0:00,1
1107,11/17/2016 0:00,1
294,11/17/2016 0:00,1
334,11/17/2016 0:00,1
307,11/17/2016 0:00,1
283,11/17/2016 0:00,1
380,11/17/2016 0:00,1
349,11/17/2016 0:00,1
1106,11/17/2016 0:00,1
401,11/17/2016 0:00,1
1138,11/17/2016 0:00,1
680,11/17/2016 0:00,1
1138,11/17/2016 0:00,1
1159,11/17/2016 0:00,1
1142,11/17/2016 0:00,1
330,11/17/2016 0:00,1
84,11/17/2016 0:00,1
84,11/17/2016 0:00,1
327,11/17/2016 0:00,6
298,11/17/2016 0:00,1
298,11/17/2016 0:00,1
298,11/17/2016 0:00,1
294,11/17/2016 0:00,4
379,11/17/2016 0:00,1
306,11/17/2016 0:00,1
328,11/17/2016 0:00,1
303,11/17/2016 0:00,1
504,11/17/2016 0:00,1
292,11/17/2016 0:00,1
331,11/17/2016 0:00,35
2040,11/18/2016 0:00,4
2124,11/18/2016 0:00,1
401,11/18/2016 0:00,21
375,11/18/2016 0:00,200
504,11/18/2016 0:00,1
351,11/18/2016 0:00,1
331,11/18/2016 0:00,2
373,11/18/2016 0:00,3
283,11/18/2016 0:00,20
393,11/18/2016 0:00,200
185,11/18/2016 0:00,10
617,11/18/2016 0:00,1
302,11/18/2016 0:00,21
358,11/18/2016 0:00,3
1022,11/18/2016 0:00,1
1022,11/18/2016 0:00,1
1022,11/18/2016 0:00,2
2097,11/18/2016 0:00,1
2121,11/18/2016 0:00,1
2041,11/18/2016 0:00,2
1022,11/18/2016 0:00,2
1022,11/18/2016 0:00,1
1022,11/18/2016 0:00,1
1022,11/18/2016 0:00,1
617,11/18/2016 0:00,1
1138,11/18/2016 0:00,1
2125,11/18/2016 0:00,2
2133,11/18/2016 0:00,1
1153,11/18/2016 0:00,1
1138,11/18/2016 0:00,2
85,11/18/2016 0:00,1
2096,11/18/2016 0:00,1
331,11/18/2016 0:00,1180
327,11/18/2016 0:00,12
283,11/18/2016 0:00,16
1114,11/18/2016 0:00,20
494,11/18/2016 0:00,3
283,11/18/2016 0:00,12
292,11/18/2016 0:00,60
310,11/18/2016 0:00,1
310,11/18/2016 0:00,1
339,11/18/2016 0:00,1
339,11/18/2016 0:00,1
1110,11/18/2016 0:00,1
306,11/18/2016 0:00,1
283,11/18/2016 0:00,38
84,11/18/2016 0:00,1
84,11/18/2016 0:00,1
331,11/18/2016 0:00,1
85,11/18/2016 0:00,1
331,11/18/2016 0:00,1
303,11/18/2016 0:00,8
